,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
1596,3,2011,41215,5.0,35.0,229999,0,1,1,0,0,0,1,0
1597,23,2020,16519,5.0,54.0,4400000,1,0,1,0,0,1,0,0
1598,6,2011,51000,5.0,35.0,200000,0,1,0,1,0,1,0,0
1599,6,2019,74179,5.0,48.0,1011000,1,0,1,0,0,0,1,0
1600,27,2020,13000,5.0,66.0,6500000,1,0,1,0,0,0,1,0
1601,6,2019,31056,5.0,48.0,1063000,0,1,1,0,0,0,1,0
1602,6,2016,49148,7.0,45.0,675000,1,0,0,1,0,1,0,0
1603,27,2021,13000,5.0,80.0,7475000,1,0,1,0,0,0,1,0
1604,27,2021,19000,5.0,66.0,7000000,1,0,1,0,0,0,1,0
1605,21,2015,152000,5.0,75.0,2175000,1,0,1,0,0,0,1,0
1606,7,2015,59000,5.0,40.0,690000,1,0,1,0,0,1,0,0
1607,21,2016,32000,5.0,50.0,1525000,1,0,1,0,0,0,1,0
1608,7,2011,72000,5.0,70.0,475000,1,0,1,0,0,1,0,0
1609,9,2017,80000,5.0,45.0,1123000,1,0,1,0,0,0,1,0
1610,6,2019,21894,7.0,45.0,990000,1,0,1,0,0,1,0,0
1611,25,2018,21000,5.0,65.0,5250000,1,0,1,0,0,0,1,0
1612,7,2015,63587,5.0,35.0,515000,0,1,1,0,0,0,1,0
1613,6,2019,32000,5.0,43.0,850000,1,0,1,0,0,1,0,0
1614,6,2018,53694,5.0,48.0,865000,0,1,0,1,0,0,1,0
1615,6,2009,140000,5.0,43.0,365000,0,1,0,1,0,0,1,0
1616,27,2015,91100,7.0,100.0,3390000,1,0,1,0,0,0,1,0
1617,21,2014,58000,5.0,65.0,1450000,1,0,0,1,0,0,1,0
1618,9,2012,76148,5.0,45.0,434999,0,1,1,0,0,0,1,0
1619,12,2015,104000,8.0,60.0,650000,0,1,1,0,0,0,1,0
1620,21,2013,50000,5.0,63.0,1175000,1,0,1,0,0,0,1,0
1621,9,2017,56000,5.0,32.0,325000,0,1,1,0,0,1,0,0
1622,4,2014,48000,5.0,50.0,525000,0,1,1,0,0,0,1,0
1623,6,2021,23000,7.0,45.0,1225000,0,1,1,0,0,1,0,0
1624,27,2021,5600,5.0,43.0,4200000,1,0,0,0,1,0,1,0
1625,9,2015,33000,5.0,45.0,550000,0,1,1,0,0,1,0,0
1626,9,2019,58900,5.0,55.0,1275000,0,1,1,0,0,0,1,0
1627,19,2019,65000,5.0,60.0,1585000,0,1,1,0,0,0,1,0
1628,17,2012,222000,7.0,55.0,960000,0,1,1,0,0,0,1,0
1629,28,2016,20000,7.0,65.0,3900000,1,0,1,0,0,0,1,0
1630,4,2019,32000,5.0,28.0,434999,0,1,1,0,0,1,0,0
1631,12,2017,62000,7.0,35.0,650000,0,1,1,0,0,0,1,0
1632,6,2017,71000,7.0,45.0,775000,0,1,1,0,0,1,0,0
1633,9,2008,61000,5.0,35.0,185000,1,0,0,0,1,1,0,0
1634,6,2011,42152,5.0,35.0,204999,0,1,1,0,0,1,0,0
1635,9,2017,29000,5.0,43.0,560000,0,1,1,0,0,1,0,0
1636,17,2014,158690,7.0,55.0,1000000,0,1,0,1,0,0,1,0
1637,27,2016,61000,5.0,93.0,5000000,1,0,1,0,0,0,1,0
1638,6,2016,92000,5.0,43.0,635000,0,1,0,1,0,0,1,0
1639,6,2020,42000,5.0,37.0,650000,0,1,1,0,0,1,0,0
1640,1,2019,60969,5.0,35.0,345000,0,1,1,0,0,1,0,0
1641,12,2017,93000,7.0,70.0,865000,0,1,1,0,0,0,1,0
1642,21,2014,100000,5.0,63.0,1380000,1,0,1,0,0,0,1,0
1643,6,2018,31000,5.0,43.0,585000,0,1,1,0,0,1,0,0
1644,17,2020,55000,5.0,37.0,690000,0,1,1,0,0,1,0,0
1645,6,2018,68320,5.0,35.0,380000,0,1,1,0,0,0,0,1
1646,11,2018,65000,7.0,60.0,850000,0,1,1,0,0,0,1,0
1647,17,2013,95000,7.0,80.0,1750000,0,1,0,1,0,0,1,0
